,PetID,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,State,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
11602,ab87287a4,Dog,Still Water,8,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,150,0,3.0,4
11603,62c16fa1a,Dog,A6,1,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,3.0,1
11604,e7f5a8bd0,Cat,Still Water,1,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,White,White,Medium,Medium,No,No,No,Healthy,Selangor,2,0,0,1.0,4
11605,676b51817,Dog,Goldie,120,Mixed Breed,Mixed Breed,Female,Golden,Cream,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Pulau Pinang,1,0,0,3.0,3
11606,e911008b8,Dog,Lily Lulu,8,Mixed Breed,Mixed Breed,Female,Golden,Golden,Golden,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,2,8.0,1
11607,a16f85c6f,Dog,Tweety,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,50,0,3.0,3
11608,a688a434e,Cat,"Snowy, Panda & Lady",3,Domestic Short Hair,Persian,Male,Black,Brown,White,Small,Medium,No,No,No,Healthy,Perak,3,0,0,6.0,4
11609,77b890534,Cat,Mix Bengal,8,Domestic Short Hair,Bengal,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,5,100,0,1.0,4
11610,a6cf89c61,Cat,Still Water,2,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,White,Small,Short,NA,Yes,NA,Healthy,Selangor,7,0,2,14.0,3
11611,1da3eb996,Dog,Markie Mark The Pup At Damansara!,2,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,1
11612,2a154e41c,Dog,Lilo,1,Toy Fox Terrier,Mixed Breed,Male,White,White,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,3.0,2
11613,006610fe3,Dog,Pony,24,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,No,No,Yes,Healthy,Selangor,1,0,0,1.0,4
11614,7c1a39de5,Cat,Tatam,3,Domestic Short Hair,Persian,Male,Black,Black,Black,Large,Short,No,Yes,No,Healthy,Selangor,1,0,0,1.0,1
11615,05fb5b403,Dog,Willy,1,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,50,0,1.0,3
11616,b60bc872a,Cat,Riri And Rory,5,Persian,Domestic Long Hair,Mixed,Black,Brown,Gray,Medium,Long,No,No,No,Healthy,Kuala Lumpur,2,100,0,3.0,2
11617,b4f22a5ba,Cat,Lou,2,Domestic Short Hair,Tabby,Male,Black,Gray,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,4
11618,729d8ba72,Dog,Fei Chai,36,Mixed Breed,Mixed Breed,Male,Brown,Golden,Golden,Medium,Short,No,No,NA,Healthy,Selangor,1,0,0,0.0,4
11619,c4f512d95,Cat,Kittens Batch 2,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Yellow,White,Medium,Short,No,No,No,Healthy,Selangor,4,0,0,4.0,3
11620,3f3e1f288,Dog,Lemonade,2,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,2.0,3
11621,c3269c5d7,Cat,Chocolate,1,Domestic Medium Hair,Domestic Short Hair,Female,Brown,White,White,Medium,Medium,No,No,No,Healthy,Selangor,3,0,0,4.0,0
11622,c0b1f82b1,Dog,Xiao Hei (Blackie),6,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,NA,NA,NA,Minor Injury,Kuala Lumpur,1,0,0,5.0,4
11623,13e385580,Cat,Jooby,7,Domestic Short Hair,Domestic Short Hair,Female,Brown,Golden,White,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,3.0,2
11624,ba7d1a755,Dog,OreO,1,Mixed Breed,Mixed Breed,Male,Black,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,11.0,1
11625,e9e4424a6,Dog,Dumbo,4,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,3,0,0,2.0,4
11626,d1a9104a1,Dog,Ulu Kinta,1,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Short,No,No,No,Healthy,Perak,3,0,0,3.0,2
11627,939268f8e,Cat,Garfield Boy (Mix Persian),1,Persian,Domestic Long Hair,Male,Golden,Cream,Cream,Medium,Long,No,Yes,No,Healthy,Selangor,1,100,0,4.0,2
11628,d6715d925,Dog,Beno,1,Mixed Breed,Mixed Breed,Male,Brown,White,White,Small,Medium,No,No,No,Minor Injury,Selangor,1,0,0,2.0,2
11629,7f4b91187,Cat,"Goldie, Blackie, Patches",1,Domestic Short Hair,Domestic Short Hair,Male,Black,Golden,Golden,Small,Short,No,No,No,Healthy,Kuala Lumpur,3,0,0,3.0,3
11630,6df1895ea,Cat,Still Water,1,Tabby,Tabby,Mixed,Cream,Gray,Gray,Small,Short,No,Yes,No,Healthy,Kuala Lumpur,3,0,0,0.0,4
11631,0e1a2937a,Dog,Blossom,4,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Small,Short,No,No,No,Healthy,Selangor,1,0,0,2.0,3
11632,475564ad6,Dog,Jack,7,Jack Russell Terrier,Mixed Breed,Male,White,White,White,Medium,Medium,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,3.0,2
11633,2b1477c3c,Cat,Buntang,8,Maine Coon,Ragdoll,Female,Black,Brown,Gray,Medium,Long,No,No,No,Healthy,Selangor,1,100,0,4.0,1
11634,d9c0e3284,Cat,Mocha,12,Siamese,Domestic Short Hair,Female,Brown,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,2
11635,597ff6946,Dog,Bouncy,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,5,30,0,5.0,4
11636,0c46298f8,Cat,Kitty 11,4,Domestic Short Hair,Domestic Short Hair,Female,Black,Black,Black,Medium,Short,No,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,1
11637,3d9784a88,Dog,Bear,1,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Medium,No,No,No,Healthy,Perak,1,0,0,2.0,2
11638,290cdc8ee,Dog,Elsa,2,Shih Tzu,Shih Tzu,Female,Cream,White,White,Small,Long,Yes,Yes,Yes,Healthy,Selangor,1,0,0,7.0,1
11639,151fabf52,Cat,Still Water,3,Domestic Medium Hair,Domestic Medium Hair,Female,Black,White,White,Small,Medium,No,No,No,Healthy,Selangor,4,0,0,1.0,1
11640,44a0c16bc,Dog,Scamp,120,Shih Tzu,Shih Tzu,Male,Brown,White,White,Medium,Short,Yes,Yes,NA,Minor Injury,Selangor,1,0,0,2.0,4
11641,bb2a61d2b,Dog,Shy,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,2.0,2
11642,3050bd8df,Dog,Doggie R13,4,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,3
11643,d7bb5cf59,Cat,Shankly,7,Domestic Short Hair,Domestic Short Hair,Male,Yellow,White,White,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,1.0,2
11644,782abc2de,Cat,Ginger,6,Domestic Medium Hair,Domestic Medium Hair,Female,Golden,Golden,Golden,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,4
11645,3ed4ada33,Cat,Uptown Cats!,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,White,Large,Short,No,No,No,Healthy,Kuala Lumpur,4,0,0,3.0,4
11646,c6de9b701,Dog,Mouli (mou Mou),60,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,NA,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,6.0,4
11647,cfae2101c,Dog,Milo,2,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,NA,NA,NA,Healthy,Negeri Sembilan,1,1,0,4.0,4
11648,de1f49c9d,Dog,Sally,6,Mixed Breed,Mixed Breed,Female,Yellow,Cream,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,10.0,3
11649,e093c4886,Dog,Penny,2,Mixed Breed,Mixed Breed,Female,White,White,White,Medium,Short,No,No,No,Healthy,Pulau Pinang,1,20,0,1.0,3
11650,cf2e67122,Dog,Stone R,4,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,4
11651,b5931099f,Dog,Dylan,48,Golden Retriever,Golden Retriever,Male,Golden,Golden,Golden,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,200,0,3.0,2
11652,0a4b42306,Dog,Marley & Kiara (URGENT ADOPTION),30,Golden Retriever,Golden Retriever,Mixed,Golden,Golden,Golden,Large,Medium,Yes,Yes,No,Healthy,Selangor,2,0,1,3.0,0
11653,f04da2f21,Cat,Sapi,2,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,3
11654,1e7e220d7,Dog,Lucy @ Luby,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Cream,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,2,0,0,10.0,1
11655,f0e24b0aa,Dog,BlackJack,24,Mixed Breed,Mixed Breed,Male,Black,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,120,0,1.0,4
11656,a4b85d322,Dog,GOLDEN,24,Mixed Breed,Labrador Retriever,Male,Cream,Cream,Cream,Medium,Medium,NA,NA,NA,Minor Injury,Selangor,1,0,0,2.0,3
11657,0eaa0e3c6,Dog,Lucky,36,Schnauzer,Schnauzer,Male,Black,White,White,Small,Medium,Yes,Yes,Yes,Healthy,Selangor,1,300,0,1.0,1
11658,ec39cb917,Cat,Snowie And 6 Babies,12,Domestic Short Hair,Domestic Short Hair,Female,White,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,7,0,0,2.0,2
11659,dbea554c3,Dog,Bimbo,1,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,7.0,2
11660,ecc64a258,Dog,No Name For Now,3,Mixed Breed,Mixed Breed,Female,Black,Brown,Golden,Small,Short,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,1.0,4
11661,fcdf10cb0,Dog,Female 6,1,Mixed Breed,Mixed Breed,Female,Black,Gray,Gray,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,3
11662,ece99daf7,Cat,Ah Ki,15,Oriental Short Hair,Oriental Short Hair,Female,Yellow,White,White,Medium,Medium,No,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,4
11663,0714145e6,Cat,Anak Anak Lala,4,American Curl,Burmese,Mixed,Black,Brown,White,Large,Long,Yes,Yes,No,Healthy,Selangor,2,0,0,5.0,4
11664,95af010cb,Dog,Kawan,2,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,3.0,2
11665,d86f635fb,Dog,Mixed Breed Puppy,0,Mixed Breed,Mixed Breed,Mixed,Brown,Yellow,White,Medium,Short,No,No,No,Healthy,Selangor,3,0,0,6.0,2
11666,7fe0a86f8,Dog,Princess,24,Golden Retriever,Mixed Breed,Female,Brown,Brown,Brown,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,4
11667,1e753137d,Dog,Mr.Champ2,36,Schnauzer,Schnauzer,Male,Yellow,Cream,Gray,Medium,Medium,Yes,Yes,NA,Minor Injury,Selangor,1,200,0,1.0,1
11668,d7de7e8fd,Cat,Dee Dee,1,Domestic Short Hair,Domestic Short Hair,Female,Brown,Gray,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,80,0,3.0,4
11669,3485ea1db,Dog,Tita,2,Mixed Breed,Mixed Breed,Female,Gray,Gray,Gray,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,4.0,4
11670,191043d9c,Dog,Whittie,1,Mixed Breed,Mixed Breed,Female,Golden,Cream,Cream,Medium,Medium,NA,NA,NA,Healthy,Melaka,1,0,0,1.0,4
11671,83976eb62,Dog,Poco,2,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,7.0,4
11672,b9893e2fb,Cat,Nanao,24,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,3
11673,d3b4b6a8a,Dog,Chessy,3,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,Yes,No,No,Healthy,Pulau Pinang,1,0,1,5.0,1
11674,e7176bba4,Dog,Betsy,60,Border Collie,Australian Shepherd,Female,Black,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,1
11675,710126170,Dog,Toby Boy,12,Beagle,Beagle,Male,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,Perak,1,0,0,3.0,2
11676,75f94bea0,Dog,Caramel,60,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Medium,NA,NA,NA,Healthy,Selangor,1,0,0,3.0,4
11677,ba72b4212,Dog,Cheetah,1,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,3.0,3
11678,95f2b5dc1,Cat,No Name,6,Domestic Long Hair,Calico,Female,Black,Brown,White,Medium,Long,No,No,No,Healthy,Selangor,1,0,0,5.0,2
11679,1adb69797,Dog,Boots,1,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Medium,NA,NA,No,Healthy,Selangor,1,0,0,1.0,1
11680,9351715a9,Dog,Dottie And Momo,4,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,2,0,0,13.0,3
11681,c18678ce5,Cat,GAPIL,3,Domestic Short Hair,Domestic Short Hair,Male,Yellow,Yellow,Yellow,Small,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,1.0,1
11682,08bfdc66f,Dog,Beagle Mixed Dog,72,Beagle,Mixed Breed,Female,Black,Brown,Golden,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
11683,e8e8a47fd,Cat,Bon Bon,6,Oriental Short Hair,Oriental Short Hair,Female,Brown,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,9.0,3
11684,27e8956dc,Dog,Mercy,12,Mixed Breed,Mixed Breed,Female,Golden,Cream,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,3
11685,cb11e3261,Dog,Puppy,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Large,Long,No,No,No,Healthy,Johor,8,0,0,3.0,3
11686,03c6478b9,Cat,Minnie,1,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Brown,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,1.0,2
11687,ce5e6e407,Cat,Unnamed Cats For Adoption,12,Dilute Tortoiseshell,Domestic Long Hair,Mixed,Brown,White,White,Medium,Long,No,No,No,Healthy,Kuala Lumpur,5,750,0,5.0,4
11688,33752346b,Dog,Male 1 (black) & Male 2 (yellow),3,Mixed Breed,Mixed Breed,Mixed,Black,Yellow,Yellow,Medium,Medium,No,No,No,Minor Injury,Kuala Lumpur,2,0,0,4.0,2
11689,133af5fc3,Dog,Akila,2,Beagle,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,NA,NA,No,Healthy,Selangor,1,0,0,3.0,3
11690,5043a32cb,Dog,HSIAU HWONG & HSIAU HEY,3,Beagle,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,No,Yes,No,Healthy,Selangor,2,0,0,3.0,3
11691,bbb0a9ac2,Dog,Trudy And Lily,12,Dalmatian,Dalmatian,Male,Black,White,White,Medium,Short,No,No,No,Healthy,Selangor,2,100,1,5.0,3
11692,ab1777794,Dog,Tikka In Kulim,3,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Large,Short,No,Yes,No,Healthy,Kedah,1,0,0,4.0,3
11693,2b4017cf2,Cat,George,18,Tabby,Tabby,Male,Black,Brown,Gray,Large,Medium,Yes,NA,Yes,Healthy,Selangor,1,0,0,5.0,4
11694,f2117b204,Cat,Tango,4,Domestic Short Hair,Domestic Short Hair,Male,Golden,Golden,Golden,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,2.0,2
11695,65ba8b6a0,Dog,LOOKING FOR A HOME URGENTLY.!,2,Mixed Breed,Mixed Breed,Mixed,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Johor,2,0,0,5.0,4
11696,19a36eaab,Dog,Cute Girl,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Perak,1,0,0,5.0,2
11697,c6d91de2b,Dog,Sharon And Her Pups,0,Mixed Breed,Mixed Breed,Mixed,Brown,Brown,Brown,Medium,Short,Yes,Yes,NA,Healthy,Selangor,3,0,0,5.0,3
11698,998488372,Dog,Belle (Melaka),5,Mixed Breed,Rottweiler,Female,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Melaka,1,0,0,13.0,2
11699,cc0eced0d,Cat,Mugen,12,Domestic Short Hair,Domestic Short Hair,Male,Golden,Gray,Gray,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,2
11700,b01a81451,Cat,Nekoko,1,Domestic Short Hair,Domestic Short Hair,Female,Yellow,Gray,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,5.0,3
11701,5458f8a35,Cat,KECIK,2,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Medium,No,Yes,NA,Healthy,Selangor,1,0,0,5.0,2
11702,a678a4342,Dog,Har Mou,4,Beagle,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,NA,Healthy,Kuala Lumpur,1,120,0,8.0,3
11703,0eade2f7c,Cat,Tony,12,Domestic Short Hair,Domestic Short Hair,Male,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,4
11704,7f4e5c2a0,Dog,Tiger,9,Mixed Breed,Mixed Breed,Male,Brown,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,6.0,3
11705,063e2d021,Cat,Still Water,2,Domestic Short Hair,Domestic Short Hair,Male,Brown,Cream,Gray,Small,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,2
11706,8cfcbd9bb,Dog,YangYang,18,Beagle,Beagle,Female,Black,Brown,White,Medium,Short,Yes,No,NA,Healthy,Selangor,1,200,0,3.0,1
11707,5ccf203a3,Cat,Serena,2,Domestic Short Hair,Domestic Short Hair,Female,Brown,Golden,Gray,Medium,Short,No,Yes,No,Healthy,Negeri Sembilan,1,0,1,5.0,3
11708,677282310,Cat,Hitam,12,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Black,Black,Large,Medium,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,2.0,3
11709,56f7b3216,Dog,Mylo,4,Mixed Breed,Mixed Breed,Female,Brown,White,White,Small,Short,No,No,No,Healthy,Selangor,1,0,0,5.0,4
11710,637186543,Dog,Pokky,12,Mixed Breed,Mixed Breed,Female,Cream,Cream,Cream,Medium,Short,Yes,Yes,No,Healthy,Pulau Pinang,1,0,0,1.0,4
11711,2f03dc1f4,Cat,Keiko,2,Domestic Short Hair,Domestic Short Hair,Male,Cream,White,White,Medium,Short,No,Yes,No,Healthy,Negeri Sembilan,1,0,2,4.0,2
11712,ef836c3d3,Cat,â Guinevere â,2,Maine Coon,Domestic Long Hair,Female,Black,White,White,Medium,Long,No,Yes,No,Healthy,Selangor,1,0,0,6.0,1
11713,187b92014,Dog,Haven't Named Them,1,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,3,0,0,4.0,3
11714,f506d3fd2,Cat,Polar,3,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,50,0,6.0,4
11715,7ed568ab9,Dog,Boo,60,Schnauzer,Schnauzer,Male,Black,Gray,White,Medium,Medium,Yes,NA,NA,Healthy,Kuala Lumpur,1,0,0,1.0,4
11716,e468bfbca,Dog,MARCO,1,Mixed Breed,Mixed Breed,Male,Black,Brown,Gray,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,1
11717,69975d223,Cat,No Name,12,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Brown,White,Medium,Medium,NA,NA,NA,Minor Injury,Selangor,1,0,0,1.0,4
11718,748ca0bd4,Cat,Jingle,9,Siamese,Domestic Short Hair,Male,Cream,Cream,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,2,0,0,4.0,1
11719,6471c7195,Cat,Bobo,3,Domestic Short Hair,Domestic Short Hair,Male,Black,Gray,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,4
11720,ccbaa4592,Cat,Dew,3,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,7.0,1
11721,a37c82165,Dog,Doggie,12,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Large,Short,No,Yes,Yes,Healthy,Selangor,1,0,0,1.0,1
11722,4fec4436f,Cat,Still Water,5,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Selangor,7,0,0,9.0,4
11723,de0202010,Dog,Still Water,24,Beagle,Beagle,Male,Brown,White,White,Small,Short,NA,NA,NA,Healthy,Selangor,1,0,0,0.0,0
11724,d11ac47cb,Cat,Comel Kecik,1,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,White,Small,Short,No,No,No,Healthy,Selangor,1,20,0,5.0,3
11725,733b7cb27,Cat,Lengcai,12,Domestic Long Hair,Domestic Long Hair,Male,Black,Black,Black,Small,Long,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,3.0,1
11726,9c969d36e,Cat,Sophie Needs A Loving Home,4,Tuxedo,Tuxedo,Female,Black,White,White,Large,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,3
11727,6308b5232,Cat,A Mom And 4 Kittens,1,Domestic Short Hair,Domestic Short Hair,Mixed,Black,White,White,Small,Short,No,No,No,Healthy,Selangor,5,0,0,8.0,2
11728,c7e8a87dc,Dog,Chabee,8,Bull Terrier,Bull Terrier,Male,Brown,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,120,0,10.0,2
11729,574e7393b,Cat,2 Stray Female Cats N 9 Kitties,1,Tabby,Tabby,Mixed,Black,Brown,Cream,Small,Short,NA,NA,NA,Healthy,Kuala Lumpur,11,0,0,0.0,4
11730,2d2f6b042,Cat,Skylax (Fully Vaccinated),13,Tortoiseshell,Domestic Short Hair,Female,Black,Brown,Golden,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,50,0,3.0,4
11731,7fec0008f,Cat,Yellow,4,Domestic Short Hair,Domestic Short Hair,Male,Yellow,White,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,1.0,4
11732,269a6756f,Dog,Moses,3,Mixed Breed,Affenpinscher,Male,Black,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,2
11733,cad25c91b,Dog,Kikopup,3,Mixed Breed,Mixed Breed,Female,Brown,Yellow,Yellow,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,1,30.0,3
11734,84057a73d,Dog,Pat Pat (Patricia),3,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Selangor,1,0,0,2.0,2
11735,97b32f734,Dog,Benji,5,Spitz,Spitz,Male,Black,Brown,White,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,2.0,2
11736,ac498ad58,Cat,Jolly,12,Domestic Short Hair,Domestic Short Hair,Female,Black,Black,Black,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,4
11737,f8d3b2e51,Dog,Charlie,1,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Medium,No,Yes,No,Healthy,Perak,1,0,0,2.0,2
11738,6df28d790,Dog,Cookie,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,1,0,0,5.0,4
11739,282c90ff4,Dog,RO-F-03,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Pulau Pinang,1,0,0,1.0,4
11740,e257f17da,Cat,F4,3,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,Gray,Small,Short,No,Yes,No,Healthy,Selangor,3,0,0,2.0,3
11741,ac9fefd28,Cat,Tom & Jerry,3,Domestic Medium Hair,Domestic Long Hair,Male,Gray,Gray,Gray,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,30,0,5.0,1
11742,b71eb2942,Dog,Shaggy,48,Golden Retriever,Golden Retriever,Male,Golden,Golden,Golden,Large,Medium,Yes,Yes,No,Healthy,Kedah,1,0,0,3.0,1
11743,1ff9cda01,Dog,Anjie,2,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Short,NA,NA,No,Healthy,Selangor,1,0,0,2.0,2
11744,30764a1fa,Dog,Luna,9,Labrador Retriever,Mixed Breed,Female,Black,White,White,Large,Short,Yes,Yes,Yes,Healthy,Selangor,1,300,0,4.0,4
11745,189bb90dc,Dog,Dou Dou (for PJ Area),3,Belgian Shepherd Malinois,Belgian Shepherd Malinois,Female,Brown,Brown,Brown,Extra Large,Medium,Yes,NA,No,Healthy,Johor,1,0,0,1.0,1
11746,d9b894731,Cat,Tiny,2,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Small,Short,No,Yes,No,Healthy,Selangor,1,0,1,5.0,1
11747,a929a9f48,Dog,Amos,1,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Medium,Long,No,No,No,Healthy,Pulau Pinang,1,0,0,3.0,2
11748,391da7c7d,Dog,Tigger,2,Mixed Breed,Mixed Breed,Male,Brown,Golden,Golden,Small,Medium,No,No,No,Healthy,Selangor,1,50,0,1.0,4
11749,fd60c4aa4,Cat,NEMO,1,Domestic Medium Hair,Domestic Medium Hair,Male,Black,White,White,Large,Medium,No,Yes,NA,Healthy,Selangor,1,0,0,4.0,1
11750,8ad937f6c,Dog,Chelsea,2,Mixed Breed,Mixed Breed,Female,Brown,White,White,Large,Short,No,Yes,No,Healthy,Selangor,1,150,0,3.0,1
11751,f26f1acb2,Dog,Princess,24,Shih Tzu,Shih Tzu,Female,Gray,White,White,Small,Long,NA,NA,NA,Minor Injury,Kuala Lumpur,1,0,0,2.0,1
